text,arg1,arg2,date
竟然說出 沒想到真的有用欸 笑死,12,0,27/03/2021 13:26
姐姐也好可愛喔❤️,0,0,27/03/2021 13:12
這是業配吧,0,0,27/03/2021 11:56
怎么没有手动音效,0,0,27/03/2021 11:44
所以姐姐超過30🤔,1,0,27/03/2021 10:48
這個實際比較是真的讓我心動想購買,1,0,27/03/2021 4:57
有沒有可以洗頭皮屑的,0,0,26/03/2021 22:44
Omg 我以為你是大學生,0,0,26/03/2021 22:37
話說你沒介紹這是什麼反應！,1,0,26/03/2021 21:42
中國人不講武得抄襲https://b23.tv/ofvSKQ,0,0,26/03/2021 16:48
你有30!?OAO你騙我！？,0,0,26/03/2021 12:36
恭喜終於有業配啦,1,0,26/03/2021 12:27
你年過30？？？？,0,0,26/03/2021 9:42
這拿去美髮行業裡面絕對會被打槍...,0,0,26/03/2021 8:33
年過三十是騙人的吧ಥ_ಥ,0,0,26/03/2021 8:09
會幫吹頭髮的男生都是暖男(˶‾᷄ ⁻̫ ‾᷅˵),16,0,26/03/2021 1:18
有 ig 吗？,0,0,26/03/2021 1:06
阿俊好可爱，有ig 吗?,0,0,26/03/2021 0:10
乳～化～作～用～,0,0,25/03/2021 23:46
喀～囉～依～～～,3,0,25/03/2021 21:37
業配終於來了！（歡呼,1,0,25/03/2021 16:01
這部影片我已經不知道看幾次了，每次看到阿駿認真的眼神就忍不住再看一次,1,0,25/03/2021 14:19
這業配的好可愛🤣,1,0,25/03/2021 8:49
年過30？？？？我不信,3,0,25/03/2021 6:41
你姐姐好漂釀～,,,
突然想到你可愛的姪子！,,,
1:05 有沒有覺得涼涼的～,,,
我以為最後會唱,231,5,25/03/2021 5:34
業～配～效～應～,,,
之類的東西W,,,
爽拉 不拖泥帶水的業配 欠我看完❤️,7,0,25/03/2021 2:26
葉配效應～,0,0,25/03/2021 1:50
年過三十還這麼可愛合理？,0,0,25/03/2021 1:28
姐姐：找到可以撐更久不洗頭的方法啦ヽ(✿ﾟ▽ﾟ)ノ,1,0,25/03/2021 0:56
這個業配廠商太賺了，超清楚的見證，買了～,4,0,24/03/2021 23:55
本來以為影片最後會唱 卡～洛～伊,0,0,24/03/2021 23:31
好可惜這位好朋友(葉佩雯)片尾沒有魔性的物理知識~~~~,2,0,24/03/2021 23:19
但我還是看完了!!!!!,,,
我...竟然，收看完整段視頻🤣,1,0,24/03/2021 23:14
有夠勾錐😍,0,0,24/03/2021 23:00
姐姐好犧牲，喔，不，我也想要有人幫我洗頭~,0,0,24/03/2021 22:49
真的完全一樣的笑,0,0,24/03/2021 22:36
不是吧 你30😱😱😱你也太凍齡了😍,8,0,24/03/2021 22:06
難得上鏡的姊姊，竟是被弟弟抓去業配🤣🤣,25,0,24/03/2021 21:19
買了...年過40還來得急,0,0,24/03/2021 21:15
我猜卡洛伊聽到要被實測有害怕一下,1,1,24/03/2021 20:55
你年過30(´・ω・`)???,24,0,24/03/2021 20:38
基因良好，羨慕(　´_ゝ｀),,,
利用姊姊業配～(=´∀｀)人(´∀｀=),1,1,24/03/2021 20:25
業配耶,0,0,24/03/2021 20:16
阿駿真的有夠可愛 不過年過30??,5,0,24/03/2021 19:49
以業配之名🤣🤣🤣,0,0,24/03/2021 19:44
原來你超過30了！,0,0,24/03/2021 19:19
買買買,0,0,24/03/2021 19:10
難道這是業配嗎？！,47,1,24/03/2021 19:10
撇除要被拍攝不說，阿駿對姐姐很有愛欸♥️,,,
你有30？！,0,0,24/03/2021 19:07
笑聲和笑臉證明是姐弟沒錯XDDDD,74,0,24/03/2021 18:56
OMG 阿駿竟然年過三十了...,156,0,24/03/2021 18:42
这。。是业配？,0,0,24/03/2021 18:24
最后应该加一句，干爹来啦～～～,1,0,24/03/2021 18:17
這次怎麼不一樣（咦？,1,0,24/03/2021 18:11
一樣啦，笑容都一樣啦😁😁😁,,,
原来。。。。。。。。。。。。。。是一期恰饭视频啊,0,0,24/03/2021 18:08
己经买了一个亿,0,0,24/03/2021 18:05
跟我室友用一樣的欸！,27,0,24/03/2021 18:04
之前就有聽她說過這是她用過最好用的洗髮精,,,
完全拯救她的油頭,,,
原本我就聽聽而已,,,
沒想到真的差那麼多,,,
好讚(*๓´╰╯`๓)♡,,,
業配的開始 是成功的一半,73,0,24/03/2021 18:02
阿駿真的好可愛啊😚😚,18,0,24/03/2021 17:59
怎么这期没唱歌？🤣🤣🤣🤣🤣,3,0,24/03/2021 17:57
終於接到葉配了阿,5,0,24/03/2021 17:44
好可愛 XD,1,0,24/03/2021 17:37
羨慕有這種幫自己洗頭的弟弟🥲,123,2,24/03/2021 17:28
（用厭世眼神望著自己弟弟⋯⋯(¬_¬),,,
姐姐感覺個性很好耶！(●´ϖ`●),3,0,24/03/2021 17:24
看習慣之前的影片，我以為後面也會有個「頭皮困擾！-卡洛伊～～🎵」,49,2,24/03/2021 17:19
<3,0,0,24/03/2021 17:18
你姐人真好，要是我跟我姐說要拿她做這個實驗，我應該會被她殺掉🌚,2,3,24/03/2021 17:15
小駿駿,4,1,24/03/2021 17:12
偶可以這麼親切叫你？😁,,,
祝你2021……,,,
#財主滾滾來,,,
#業配接不完,,,
#數錢到手軟,,,
#辦回饋抽獎,,,
#粉絲笑呵呵,,,
"笑聲 笑點 證明是姊弟(蓋章認定),恭喜有業配了",325,3,24/03/2021 17:05
2,0,0,24/03/2021 17:03
1,0,0,24/03/2021 17:02
液體有一股向內收縮、使表面積最小化的力量😎,156,9,22/03/2021 18:49
洗手露會降低這股力量，色素就隨著表層的豆漿往四周散開囉~😁,,,
sus,0,0,12/04/2021 21:52
實驗是好，但別浪費食物,0,0,12/04/2021 10:56
放洗手露前的圖片是太空狼人殺,0,0,10/04/2021 16:46
是among Us,1,0,09/04/2021 14:55
媽！阿駿又在玩食物啦！,0,0,08/04/2021 22:23
among us,0,0,06/04/2021 19:16
讚啦,0,0,05/04/2021 12:13
sus ඞ,0,0,04/04/2021 13:53
好漂亮喔,0,0,04/04/2021 11:28
色素改用水彩or廣告顏料🎨也可以嗎？？想給我女兒也實驗看看,1,0,02/04/2021 0:36
牛逼,0,0,01/04/2021 18:57
犯人是阿駿，快點按按鈕！,8,0,01/04/2021 17:24
好像是among us,1,0,01/04/2021 14:13
三体人探测器入侵地球珍贵画面,0,0,01/04/2021 12:18
他的口好大哦,0,0,31/03/2021 23:39
洗手露？,0,0,31/03/2021 22:29
好美，如果这样玩会给妈妈骂吗🤣🤣,0,0,31/03/2021 15:26
好美哟！,0,0,30/03/2021 10:23
AMOGUS,0,0,29/03/2021 13:04
其實我只是想好好喝豆漿,0,0,29/03/2021 0:23
拿来喝他不香吗,1,0,28/03/2021 20:00
哇，俺们那是啊。,0,0,28/03/2021 13:26
0:04 太空狼人杀,0,0,27/03/2021 23:29
野生的Among Us！！！！！,2,0,27/03/2021 22:35
太空狼人殺？,1,0,27/03/2021 20:53
太空狼人殺,1,0,27/03/2021 16:22
那個顏料......Sus！！！,1,0,27/03/2021 15:39
你别用我来做实验啊！！！！！,1,0,27/03/2021 9:23
美,0,0,27/03/2021 1:24
怎麼辦，我好像喜歡上阿駿葛格了❤️,3,2,27/03/2021 0:40
哇~好漂亮的小蝌蚪~（BTW 为什么一定要用豆浆？）,0,0,26/03/2021 22:56
可愛阿駿,0,0,26/03/2021 22:00
红色是impostor,1,0,26/03/2021 19:19
紅色點：呠呠呠呠呠呠呠呠,0,0,26/03/2021 17:42
太空狼人殺,0,0,26/03/2021 16:58
Among us,1,0,26/03/2021 16:49
做完后：,0,0,26/03/2021 15:44
想着不要浪费的我喝了，苦苦的，肚子痛,,,
！！太空狼人殺！！有玩的人,5,0,26/03/2021 14:43
👇😊😁😁,,,
這是俗稱的不要玩食物？,2,0,26/03/2021 10:57
Sus,0,0,26/03/2021 9:22
颗颗啃蜡,0,0,26/03/2021 2:28
阿駿太可愛了啦❤️❤️,0,0,25/03/2021 23:12
可以問一下 你是哪裡人嗎？,0,1,24/03/2021 7:08
Hmmm...,2,0,24/03/2021 1:01
紙杯向前飛行時迎面而來的氣流，與向前旋轉時紙杯下方的氣流，方向一樣是往後的，使下方氣流流速比上方快😁,337,18,19/03/2021 17:17
柏努力定律：流速越快、壓力越小,,,
紙杯飛出去後往壓力小的方向靠近，就會看到影片內奇怪的飛行軌跡囉~😎,,,
柏努力定律只是其中一個因素哦~,,,
小時候玩過,0,0,12/04/2021 20:47
你的、視頻、很像、置丈！,0,0,11/04/2021 18:32
其實是馬格努斯啦,0,0,10/04/2021 20:35
看來你很愛喝可不可喔哈哈哈哈哈哈,0,0,05/04/2021 15:29
我在關懷據點帶長輩做過這個！,0,0,04/04/2021 19:25
還以為要做 馬格努斯,0,0,04/04/2021 17:25
怎么屏蔽,0,0,03/04/2021 19:06
最近幾個禮拜的探究課程,0,0,03/04/2021 3:42
利用馬格努斯原理的飛行杯好玩,,,
請問柏努力跟馬格努斯力差在哪裏😶,0,0,02/04/2021 23:00
說罷你開頭拍了多少次,0,0,02/04/2021 17:58
可～不苛～～～～,0,0,02/04/2021 14:14
请问悠悠球是这个原理么（物理白痴提问,0,0,01/04/2021 11:51
一定要用鞋带吗？,0,0,31/03/2021 21:11
溜溜球也是伯努利原理嗎？,0,0,28/03/2021 21:20
棒球 桌球 各種球類空中轉彎都看得到此運動方式,0,0,28/03/2021 1:11
我國小玩過欸，好久的東西我還留著😂😂,0,0,27/03/2021 21:09
哇，好好玩的感觉,0,0,27/03/2021 18:08
說！你是不是在幫可不可工商！,0,0,27/03/2021 18:05
這是伯努利還是馬格納斯效應？,0,0,27/03/2021 16:21
這個安親班老師有帶我們做過耶！,0,0,26/03/2021 23:12
原理：阿駿NG,0,0,26/03/2021 22:33
是可不可的杯子！,0,0,26/03/2021 21:01
感覺好好玩XD,,,
鞋子是無辜的wwwww,0,0,26/03/2021 20:35
可以做小的吗？,1,0,26/03/2021 18:13
nt,0,0,26/03/2021 16:17
一開始的那個練了很久吧🌚練好了笑得很開心🌚,17,0,25/03/2021 18:35
可不可的杯子欸🤣,0,0,25/03/2021 8:33
不努力～,0,0,25/03/2021 6:59
哇！这个好玩。,0,0,25/03/2021 3:01
阿駿太可愛惹,0,0,24/03/2021 22:02
能不能再帥一點。那個勝利的微笑奪走了我的靈魂 🤣🤣,15,0,24/03/2021 21:41
我做过这东西，如果打到人似乎有点疼XD😂😂😂😂（我被那东西打过,3,0,24/03/2021 20:17
清心的紙杯?,0,0,24/03/2021 20:17
空中陀螺啊XD,0,0,24/03/2021 18:41
0:01 那個笑容是終於成功的笑容嗎XD,0,0,24/03/2021 16:40
老實說！開頭你拍了幾次！？,1,3,24/03/2021 12:40
右手背上的傷還好嗎？,0,0,24/03/2021 12:35
犯規，怎麼可以這麼聰明又有顏值，反觀我兩者都沒有...,10,0,23/03/2021 23:35
来当我的老师,0,0,23/03/2021 20:37
可不可,0,0,23/03/2021 19:56
讓我猜猜你丟紙杯那段NG了好幾次,0,0,23/03/2021 18:58
剛開始丟紙杯成功的笑容彷彿是在說終於成功了哈哈,0,0,23/03/2021 12:30
当他把杯底粘起来的时候我就知道他要玩什么了,0,0,22/03/2021 21:18
最後的笑😏,1,0,22/03/2021 20:34
可不可的手搖杯？,0,0,22/03/2021 20:22
可以用绳子嗎？我沒有 鞋带,0,1,22/03/2021 14:18
"玩完後，發現它上面有點味道，有點""內味""",0,0,22/03/2021 13:09
四號公園😂😂,1,0,22/03/2021 11:31
是馬格努斯效應 我是一個國中的小屁孩 科展主題就是選這個 如果用兩條橡皮筋綁在一起發射軌跡會更漂亮喔 尤其是逆風的時候 杯子甚至可以停在空中接近不移動幾秒,18,0,21/03/2021 23:22
可不可好喝(重點誤,16,0,21/03/2021 14:04
這個比美國紙飛機冠軍還厲害耶！吼，美國冠軍什麼了不起，贏了！,0,0,21/03/2021 9:55
訂閱的人多了，現在壓力很大齁，每個影片都要耍帥一下😆😆😆。謝謝ㄋㄟ,,,
可不可的杯子誒！！！！（重點錯誤XD,14,2,20/03/2021 15:13
昨天選修課也有做這個,0,0,20/03/2021 10:58
老實說！你是不是老師！！！！！😂😂😂,136,1,20/03/2021 9:01
突然有點想看逆風的效果🤔,0,0,20/03/2021 7:15
這紙杯的圖案 好看 OVO,15,1,20/03/2021 1:57
可以瘦手臂吧 蝴蝶袖練起來wwwww,,,
我常去央圖欸,1,0,20/03/2021 1:35
聞到臭臭的味道了,0,0,19/03/2021 23:59
好神奇@@,0,0,19/03/2021 22:50
剛點進來，以為後面的樹是頭髮，很像爆炸頭,96,4,19/03/2021 22:14
是四號公園誒！！！原來我住在阿駿家附近！我好興奮rrrr,71,6,19/03/2021 19:25
把紙杯丟進紙杯試了多少次？,88,2,19/03/2021 18:59
用橡皮筋的話好像可以往前彈🙃,4,0,19/03/2021 18:49
第一次那麼早👀👀,2,0,19/03/2021 17:18
如果用較輕小的紙杯，可以用橡皮筋來發射，會比較省力哦~,236,3,19/03/2021 17:18
現在蝴蝶袖還在酸痛…😂,,,
WoW~~,2,0,19/03/2021 17:17
Hi~~~~~,0,0,19/03/2021 17:16
拍了才知道，想像總是美好的😂,305,4,15/03/2021 17:47
去哪里投票啊？绝对投给你,0,0,10/04/2021 9:51
好可愛,0,0,09/04/2021 17:26
關於會瞬間移動的拖把我們會再做另一期視頻講解,0,1,05/04/2021 1:30
阿駿辛苦了哈哈,0,0,04/04/2021 13:38
我一直在擔心你後面的電視機螢幕，就怕你一不小心....,0,0,02/04/2021 19:58
還好電視沒壞,0,0,02/04/2021 16:49
NG影片看了就是開心,0,0,28/03/2021 19:59
配服配服，如果是我一定試一次就放棄了！（很有自信的講！（鵝鵝鵝😂XD,0,0,21/03/2021 20:34
最後拖地的一幕太可愛啦www,0,0,20/03/2021 17:19
哈哈,0,0,20/03/2021 13:00
原來是這樣啊,0,0,20/03/2021 6:36
好奇水桶倒了幾次水😂,0,0,19/03/2021 23:50
樓下鄰居：放過我吧,0,0,19/03/2021 20:22
杯子好可怜,0,0,19/03/2021 19:53
电视：当时的我害怕极了,0,0,19/03/2021 16:26
有沒有什麼科學定理能證明 為何一直打不中嗎,0,0,18/03/2021 22:13
我比較想知道拖了多久次地板？,0,0,18/03/2021 20:30
哪里投票？,0,0,18/03/2021 20:23
不会玩就别显丑，想被我们笑话吗,0,0,18/03/2021 19:34
牛啊,0,0,18/03/2021 19:03
投啊，哪次不投,0,1,18/03/2021 13:14
拍完家裡都快淹水😂😂😂,3,0,18/03/2021 1:44
這太真實的畫面 反而讓人覺得活著,0,0,17/03/2021 23:35
要去哪裡投票阿？,0,0,17/03/2021 22:08
有何意义,0,0,17/03/2021 20:27
你是不是覺得.....自己有點中二😄,0,0,17/03/2021 20:07
(づ￣ ³￣)づ ⊂(・▽・⊂)？？？,0,0,17/03/2021 19:44
笑死哈哈哈哈 太可愛了🤣,0,0,17/03/2021 19:00
大家可以回去看,0,0,17/03/2021 18:35
最後打擊時是配音的,,,
拍摄过程中只是捡球都会捡到起肚懒连带黑白亂幹甚至还不能成功拍摄那刻简直就被气到南趴大小粒🤭🤭🤭,0,0,17/03/2021 14:03
加油！,0,0,17/03/2021 13:44
这up....好可爱啊😂萌萌的然后又稳重又调皮哈哈哈哈哈哈哈哈真的好可爱,22,0,17/03/2021 13:39
乒乓球 水 掃把 揮桿！ 換~新~電~視~,0,0,17/03/2021 11:59
反正我很閒的概念,0,0,17/03/2021 11:55
要去哪投票呢❓🙄,0,0,17/03/2021 10:07
跟我們家一樣的拖把（一樣顏色）XDD,0,0,17/03/2021 6:50
樓下沒有抗議嗎哈哈哈,0,0,17/03/2021 2:00
帥炸w 只要努力不懈好運終究會來的概念嗎？！,0,0,17/03/2021 1:05
我期待的沒發生🤓,0,0,17/03/2021 0:56
有興趣可以來我頻道看看唷 ！,0,0,16/03/2021 23:08
怎麼投票？？,0,0,16/03/2021 22:33
可以讓地板變乾淨的魔術😂,16,0,16/03/2021 22:29
看到拖把就知道…嗯~,0,0,16/03/2021 22:15
拍片不容易，辛苦了！,0,0,16/03/2021 19:50
再多試幾次，明天地板就能採收香菇啦！😂,16,0,16/03/2021 19:33
很佩服阿駿的毅力，每次都拍好久~,,,
我從FB來的🤣🤣,0,3,16/03/2021 18:30
😂😂,0,0,16/03/2021 17:42
好帅（是指作者）,1,0,16/03/2021 12:46
😍（花痴）,,,
厉害了，不容易啊,0,0,16/03/2021 12:20
拖把：( ･᷄ὢ･᷅ ),5,0,16/03/2021 8:14
再拍下去估計地板都要長香菇了,3,0,16/03/2021 7:22
辛苦了 努力了這麼多次 ((拍肩,0,0,16/03/2021 0:02
哈哈哈，最後打掃的一幕，辛苦了,1,0,15/03/2021 22:38
請小心身邊的家電🤣,0,0,15/03/2021 20:52
木板有發霉嗎？,0,0,15/03/2021 19:48
看著你，都覺得好療癒啊⋯⋯,12,0,15/03/2021 18:57
敬業，厲害,2,0,15/03/2021 18:40
辛苦了辛苦了,1,0,15/03/2021 18:29
創造者票選要去哪投票呀？,10,5,15/03/2021 17:55
邊看邊笑哈哈哈哈😂,10,0,15/03/2021 17:50
辛苦了,6,0,15/03/2021 17:49
果然是ohhhhhhhhhhhhhhhhhhhhhhhhhh!!!!!!!!!!!!!!!!!!!!!!!!!,100,1,15/03/2021 17:49
我始終在擔心那台電視,257,4,15/03/2021 17:47
物體在高處時，會有一股叫”重力位能”的潛在能量。,396,9,13/03/2021 14:36
乒乓球落地時，部分的重力位能會轉化為動能，使乒乓球彈起來(黃箭頭)。,,,
當水杯和乒乓球一起落下時，水杯的能量會傳給乒乓球，讓乒乓球彈得更高哦(紫箭頭)。😁,,,
太強了~,0,0,12/04/2021 20:41
nb😂,0,0,10/04/2021 22:41
好神哦！,0,0,05/04/2021 23:49
乒乓球那幕試了很久吧,0,0,30/03/2021 17:00
欸嘿,0,0,23/03/2021 6:22
the 學,0,0,22/03/2021 22:24
我不懂欸,0,0,18/03/2021 0:27
辛苦你了,0,0,17/03/2021 15:06
怎么那么像国内的短视频....有个人也喜欢用这种音调结尾，讲的也是一些物理知识,0,0,16/03/2021 22:57
嘴借的着急还,0,0,16/03/2021 17:25
好帥❤️,0,0,15/03/2021 20:12
怪异难听的,1,0,15/03/2021 17:38
你喺坐低,0,0,15/03/2021 14:49
能有好high,0,0,15/03/2021 14:48
有幕後花絮嗎🤣🤣🤣,1,0,14/03/2021 21:43
丟球一定Ng很多次😂😂😂,10,0,14/03/2021 17:56
怎麼沒有微笑？,0,0,14/03/2021 17:45
我很擔心電視機的安全,0,0,14/03/2021 16:33
哈！你沒打中，我也沒打中www,0,0,14/03/2021 15:52
阿駿太可愛惹,0,0,14/03/2021 13:49
所以。。彈回去杯子里面是一定會發生的？,9,0,14/03/2021 10:47
嗚呼 是能量守恆欸 欸蟑螂這可以養嗎,0,0,14/03/2021 8:11
嗯....歐派！,0,0,13/03/2021 23:38
影片：https://youtu.be/Ywst6Zqrf3E,,,
所以真的一次就進杯嗎(╬☉д⊙)⊰⊹ฺ,1,0,13/03/2021 20:55
這次又是試了幾次啊？,0,0,13/03/2021 19:19
阿駿是左撇子！！,1,0,13/03/2021 18:38
我現在在學質量守恆定律,6,0,13/03/2021 18:28
左右觀察法,,,
看旁邊資優生的😄,,,
尣,0,0,13/03/2021 17:29
冗,0,0,13/03/2021 17:29
帥帥der~,4,0,13/03/2021 16:24
這是take幾？,3,0,13/03/2021 16:12
老實說，你為了乒乓球丟到杯子裡這個鏡頭你花了多久,202,0,13/03/2021 15:03
乒乓球：沒打到～～～～～～,68,0,13/03/2021 14:40
杯子被放下去的瞬間，心臟有跟著跳很大一下🫀,,,
原來如此啊！,72,0,13/03/2021 14:39
做完實驗後，,,,
滿地都是水，,,,
拖地不用水。,,,
233中~,,,
来了,1,0,13/03/2021 14:38
酷欸～,2,0,13/03/2021 14:37
能量不會無故消失，只是換成另一種形式存在。,398,8,13/03/2021 14:37
跟錢一樣...嗎?,,,
來了,0,0,13/03/2021 14:36
當我看到乒乓球跳回杯子裡時，我的心情跟那隻鴿子一樣😂,418,13,13/03/2021 14:36
內外杯的夾層中，除了豆漿還有空氣,416,0,10/03/2021 17:58
當堵住外杯的洞口時，夾層的壓力狀態達到平衡，豆漿就停住不動😏,,,
但如果把洞放開，外面的空氣就會進入夾層，將豆漿往下擠，擠到内杯裡，直到內外的”大氣壓力”達到平衡哦😁,,,
這個牛皮,0,0,13/04/2021 19:48
你又把一個魔術講開了,0,0,11/04/2021 17:01
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 你真的太牛逼了,0,0,08/04/2021 22:26
厲害,0,0,04/04/2021 14:56
類似良心壺的原理,0,0,02/04/2021 16:47
一个字(牛),1,0,29/03/2021 19:59
妳（你）身邊有人正在被她們詐騙嗎？,0,0,28/03/2021 21:01
欸？你（妳）還不知道嗎？,,,
那個多人飾演一腳的網紅ひろみちゃん(๑•̀ㅂ•́)و✧還請你們自己去看吧！推特上及YouTube的［ひろみちゃんねる］,,,
也覺得有問題的話麻煩請在你的城市通報,,,
一起救救人臉辨識異常的死宅男吧,,,
即使你在客人家的时候，表演技术他们都会讲，你咋会变魔术啊？结果一打开全部豆浆都喷出来呀，可能又又来了。又说你真浪费豆奶,0,0,27/03/2021 19:18
所以不是偷喝豆浆啊，是表演豆浆消失吧,0,0,25/03/2021 18:10
我當時在吃東西嚇到了食物噴了出來,0,0,24/03/2021 16:37
我请你喝吧,0,0,23/03/2021 10:07
你的笑容很犯規😍你女友好幸福，每天能看見這甜笑容（笑容控🥺）,0,0,22/03/2021 15:31
八嘎,0,0,21/03/2021 10:48
ぶん殴りたい,0,0,20/03/2021 22:16
有喝到嗎,1,0,20/03/2021 18:49
？,1,0,20/03/2021 18:49
厲害,0,0,20/03/2021 10:12
哇，你真的很厲害啊🌼🌼,0,0,19/03/2021 19:41
我不管看多少次都覺得太酷了🤣,1,0,18/03/2021 23:08
笑容真可愛,0,0,18/03/2021 5:24
可能愛喝不喝,0,0,17/03/2021 11:51
老師好可愛 這也是什麼化學反應嗎 🥰,0,0,17/03/2021 2:52
我能感觉到自由的气息,1,1,16/03/2021 19:02
666,1,0,16/03/2021 14:35
这个是不是一直看都看不完啊？,0,1,16/03/2021 14:17
前男友！！！！！！！😨😨😨,0,0,15/03/2021 19:51
这拿来表演确实满不错的但喝不到豆浆,0,0,14/03/2021 22:11
常见魔术表演之一,0,0,14/03/2021 14:55
我特別不喜歡這個人,0,0,14/03/2021 13:44
.........,1,0,14/03/2021 13:23
NOOB,1,0,14/03/2021 12:43
喝個飲料那麼麻煩,1,0,14/03/2021 11:29
直接喝然後被K就好了啊,,,
檢舉,0,0,14/03/2021 11:07
完全搞不懂,0,0,14/03/2021 9:30
智障,0,0,14/03/2021 1:31
襪草，中共牛逼,0,0,13/03/2021 23:58
小伙子你介绍材料的时候声音总像神经病(可能有冒犯到,0,1,13/03/2021 22:33
指甲好好看...,0,0,13/03/2021 22:18
好招,0,0,13/03/2021 22:15
而且不能喝完 會被發現www,0,0,13/03/2021 19:33
*看完,0,0,13/03/2021 13:41
嗯,,,
幹,,,
好帥= =,,,
高招,0,0,13/03/2021 10:03
蛤？,0,0,13/03/2021 9:54
哇！,0,0,13/03/2021 7:58
好屌,0,0,13/03/2021 7:19
太強了,0,0,13/03/2021 1:55
嗯~我知道了😏,1,0,12/03/2021 22:52
阿駿化解了我多年來對魔術的疑惑,6,0,12/03/2021 19:00
手好漂亮😳😳,0,0,12/03/2021 18:18
豆漿~,2,0,12/03/2021 17:12
還是聽不懂,0,0,12/03/2021 16:09
那認真合杯子的眼神跟最後的笑,54,1,12/03/2021 5:52
啊啊啊啊～愛了愛了,,,
等等 這期內容是什麼🤔,,,
我再看一次🤣,,,
好酷喔！！！！！！,0,0,11/03/2021 22:26
我不必偷喝豆浆也不必去买，我只要去找我老攻然后动动嘴就有免费豆浆喝了。,4,2,11/03/2021 22:24
看了好幾次才知道 原來是沒有真的喝到豆漿😂,8,0,11/03/2021 17:52
這招好猛啊 學起來學起來,0,0,11/03/2021 13:00
太可愛了8,1,0,11/03/2021 11:50
瀏海該剪了喔,,,
晚安阿駿,0,0,11/03/2021 2:08
這讓我想起很久以前一位蠻有名的魔術師的一個魔術....,0,1,11/03/2021 0:34
我現在才發現阿駿現在的單詞有加英文耶 讚讚讚！！！,10,0,10/03/2021 23:21
怎麼沒喝到……,21,0,10/03/2021 23:08
只有空氣,,,
趕羚羊,,,
草枝擺啊,,,
亞拉索～,,,
魔术,0,0,10/03/2021 21:15
可愛死了,1,0,10/03/2021 20:55
開頭bgm是海綿寶寶欸🤣,39,0,10/03/2021 19:54
實際上並沒有喝到豆漿，是利用外杯豆漿跑進內杯的視覺變化，讓人感覺豆漿好像變少了～,542,7,10/03/2021 19:51
身為一個男孩子覺得你笑起來好可愛我是不是哪裡不太對勁(^_^;),506,24,10/03/2021 18:55
厲害，做不到,0,0,10/03/2021 18:38
你好可爱！,10,1,10/03/2021 18:06
重點是喝不到啊,6,1,10/03/2021 18:06
原來是變魔術的部分(´▽｀),30,2,10/03/2021 18:03
不過我剛剛嘗試，整個手都濕了(｡･ω･｡),,,
有点看不懂的操作,0,0,10/03/2021 18:02
首讚,1,0,10/03/2021 17:58
"老薑的""蛋白酶""會與牛奶的""蛋白質""發生化學反應，使牛奶凝固，變得跟布丁一樣Q嫩順口",496,18,08/03/2021 16:51
一碗吃下去，身體很快就暖和起來囉~🥰,,,
PS. 想增加硬度，可以加1匙全脂奶粉哦~,,,
你好帥,0,0,08/04/2021 17:17
求下集青蛙撞奶🙏🏻,0,0,20/03/2021 23:17
台北地下街換的碗欸www,0,0,18/03/2021 12:56
薑撞奶。,0,0,16/03/2021 23:00
如果是慢慢放进去，而不是撞，会凝固吗？,0,1,15/03/2021 3:21
看到后面：？？？阿駿的频道从科学变美食了？,0,0,14/03/2021 14:44
这个加有生姜真的会好吃吗...,0,0,14/03/2021 7:53
我家有一樣的碗欸,0,0,14/03/2021 0:54
阿駿豪可愛🤤愛你😘❤️❤️❤️,0,0,14/03/2021 0:08
薑汁撞奶,0,0,13/03/2021 22:09
哈哈 一個星期前我就做了,1,1,13/03/2021 18:58
連續做了4天 每天做6次,,,
哈哈哈…全沒成功,,,
都是一點點凝固,,,
什麼比例都試了…………我就廢…………,,,
牛奶與薑汁中陽離子與陰離子中合後 膠體物質沉澱 與豆漿加石膏原理一樣,0,0,13/03/2021 18:54
市售薑粉可以嗎？,1,1,13/03/2021 18:11
"其实是""奶撞姜""",3,0,13/03/2021 11:45
其实木瓜和凤梨都可以使奶凝固的哦~,,,
没有唱“胶体聚沉~”😔,0,0,12/03/2021 21:26
生薑蛋白酶+蛋白質,0,0,12/03/2021 20:18
我之前才看过青蛙撞奶😂,0,0,12/03/2021 18:40
保利達b~,0,0,12/03/2021 17:55
我有做喔～確實好吃很像奶酪，但是，磨薑榨汁真的累死人了,0,0,11/03/2021 21:23
怎麼可以那麼帥,0,0,11/03/2021 19:29
這手數,0,0,11/03/2021 19:23
结果你辣到死了。,0,0,11/03/2021 17:08
凝固~~,0,0,11/03/2021 13:28
求青蛙撞奶教學影片,0,0,11/03/2021 13:25
凝固~~~~,0,0,11/03/2021 12:31
比豆花加鹽滷；健康多了~,0,0,11/03/2021 10:50
請問為什麼會失敗?(單純想問,1,1,11/03/2021 9:19
真的很有素養..佩服,0,0,11/03/2021 7:37
大家要小心，我之前看過一單新聞，說什麼薑汁撞奶只要煮的時間太長，可能會發生爆炸,0,2,11/03/2021 7:29
我的綽號是「老江」，影片一開始嚇我一大跳😂😂😂,3,0,11/03/2021 0:37
討厭薑的集合啊！！！,1,2,10/03/2021 23:14
👇,,,
J個手速,0,0,10/03/2021 22:12
他一開始跟最後瀏海不同邊欸,1,1,10/03/2021 20:18
